t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3,primal_residual,dual_residual
0.417,0.00405166,-0.000166079,-0.00668082,3.03021e-05,0.000200095,0.00325898,0.0150427,-0.000717721,-0.00319195,-0.00172161,-0.0301678,0.0148679,0.679427,0.639915,0.669329,0.649151,0,0
0.418,0.00406669,-0.000166797,-0.006684,2.94933e-05,0.000185041,0.00326642,0.015022,-0.000717129,-0.00316414,-0.00171597,-0.0300383,0.0148632,0.679414,0.639904,0.669317,0.649138,0,0
0.419,0.0040817,-0.000167513,-0.00668715,2.8687e-05,0.000170051,0.00327385,0.0150011,-0.000716523,-0.00313657,-0.00171031,-0.0299082,0.0148586,0.679401,0.639893,0.669305,0.649126,0,0
0.42,0.00409669,-0.00016823,-0.00669028,2.78834e-05,0.000155126,0.00328127,0.0149799,-0.000715903,-0.00310924,-0.00170461,-0.0297776,0.0148539,0.679388,0.639882,0.669293,0.649114,0,0
0.421,0.00411166,-0.000168945,-0.00669337,2.70825e-05,0.000140267,0.0032887,0.0149584,-0.000715269,-0.00308216,-0.00169887,-0.0296465,0.0148492,0.679375,0.639871,0.669281,0.649102,0,0
0.422,0.00412661,-0.00016966,-0.00669644,2.62841e-05,0.000125474,0.00329612,0.0149367,-0.000714621,-0.00305532,-0.00169311,-0.0295149,0.0148446,0.679362,0.63986,0.66927,0.64909,0,0
0.423,0.00414153,-0.000170375,-0.00669948,2.54885e-05,0.000110747,0.00330354,0.0149147,-0.00071396,-0.00302872,-0.00168731,-0.0293828,0.0148399,0.679349,0.639849,0.669258,0.649078,0,0
0.424,0.00415644,-0.000171088,-0.0067025,2.46956e-05,9.60855e-05,0.00331096,0.0148925,-0.000713285,-0.00300236,-0.00168148,-0.0292502,0.0148353,0.679337,0.639838,0.669247,0.649066,0,0
0.425,0.00417132,-0.000171801,-0.00670549,2.39053e-05,8.14907e-05,0.00331838,0.0148701,-0.000712597,-0.00297623,-0.00167562,-0.0291171,0.0148306,0.679324,0.639827,0.669236,0.649055,0,0
0.426,0.00418618,-0.000172513,-0.00670845,2.31178e-05,6.69626e-05,0.00332579,0.0148473,-0.000711895,-0.00295034,-0.00166973,-0.0289835,0.014826,0.679312,0.639817,0.669225,0.649043,0,0
0.427,0.00420101,-0.000173225,-0.00671139,2.2333e-05,5.25015e-05,0.0033332,0.0148244,-0.00071118,-0.00292467,-0.00166382,-0.0288494,0.0148214,0.6793,0.639806,0.669213,0.649032,0,0
0.428,0.00421582,-0.000173936,-0.0067143,2.15509e-05,3.81074e-05,0.00334061,0.0148012,-0.000710452,-0.00289924,-0.00165789,-0.0287149,0.0148167,0.679288,0.639796,0.669203,0.64902,0,0
0.429,0.00423061,-0.000174646,-0.00671719,2.07716e-05,2.37808e-05,0.00334802,0.0147777,-0.00070971,-0.00287403,-0.00165193,-0.02858,0.0148121,0.679276,0.639786,0.669192,0.649009,0,0
0.43,0.00424538,-0.000175355,-0.00672005,1.9995e-05,9.52172e-06,0.00335543,0.014754,-0.000708955,-0.00284904,-0.00164595,-0.0284446,0.0148075,0.679264,0.639776,0.669181,0.648998,0,0
0.431,0.00426012,-0.000176064,-0.00672288,1.92212e-05,-4.66953e-06,0.00336283,0.0147301,-0.000708188,-0.00282428,-0.00163994,-0.0283088,0.0148029,0.679252,0.639766,0.66917,0.648987,0,0
0.432,0.00427484,-0.000176771,-0.0067257,1.84502e-05,-1.87928e-05,0.00337023,0.0147059,-0.000707407,-0.00279974,-0.0016339,-0.0281726,0.0147983,0.679241,0.639756,0.66916,0.648976,0,0
0.433,0.00428953,-0.000177478,-0.00672848,1.7682e-05,-3.28478e-05,0.00337763,0.0146815,-0.000706613,-0.00277542,-0.00162784,-0.0280359,0.0147937,0.679229,0.639746,0.669149,0.648966,0,0
0.434,0.0043042,-0.000178185,-0.00673125,1.69166e-05,-4.68344e-05,0.00338502,0.0146568,-0.000705807,-0.00275131,-0.00162175,-0.0278989,0.0147891,0.679218,0.639736,0.669139,0.648955,0,0
0.435,0.00431885,-0.00017889,-0.00673399,1.6154e-05,-6.07523e-05,0.00339241,0.0146319,-0.000704987,-0.00272742,-0.00161564,-0.0277615,0.0147845,0.679206,0.639726,0.669128,0.648944,0,0
0.436,0.00433347,-0.000179595,-0.0067367,1.53942e-05,-7.46015e-05,0.00339981,0.0146068,-0.000704156,-0.00270374,-0.0016095,-0.0276237,0.0147799,0.679195,0.639717,0.669118,0.648934,0,0
0.437,0.00434806,-0.000180298,-0.00673939,1.46373e-05,-8.83816e-05,0.00340719,0.0145815,-0.000703311,-0.00268027,-0.00160334,-0.0274855,0.0147753,0.679184,0.639707,0.669108,0.648924,0,0
0.438,0.00436263,-0.000181001,-0.00674206,1.38832e-05,-0.000102093,0.00341458,0.0145559,-0.000702454,-0.00265702,-0.00159714,-0.027347,0.0147708,0.679173,0.639697,0.669098,0.648913,0,0
0.439,0.00437717,-0.000181703,-0.00674471,1.3132e-05,-0.000115734,0.00342196,0.0145301,-0.000701585,-0.00263397,-0.00159091,-0.0272082,0.0147662,0.679162,0.639688,0.669088,0.648903,0,0
0.44,0.00439169,-0.000182404,-0.00674733,1.23837e-05,-0.000129306,0.00342935,0.0145041,-0.000700703,-0.00261112,-0.00158465,-0.027069,0.0147616,0.679151,0.639679,0.669078,0.648893,0,0
0.441,0.00440618,-0.000183105,-0.00674993,1.16383e-05,-0.000142809,0.00343673,0.0144778,-0.000699809,-0.00258848,-0.00157836,-0.0269294,0.0147571,0.679141,0.639669,0.669068,0.648883,0,0
0.442,0.00442065,-0.000183804,-0.00675251,1.08958e-05,-0.000156241,0.0034441,0.0144513,-0.000698902,-0.00256605,-0.00157204,-0.0267896,0.0147525,0.67913,0.63966,0.669058,0.648873,0,0
0.443,0.00443508,-0.000184503,-0.00675506,1.01562e-05,-0.000169604,0.00345148,0.0144246,-0.000697984,-0.00254381,-0.0015657,-0.0266494,0.0147479,0.67912,0.639651,0.669048,0.648863,0,0
0.444,0.00444949,-0.0001852,-0.0067576,9.41961e-06,-0.000182896,0.00345885,0.0143977,-0.000697053,-0.00252177,-0.00155932,-0.026509,0.0147434,0.679109,0.639642,0.669039,0.648854,0,0
0.445,0.00446388,-0.000185897,-0.00676011,8.68592e-06,-0.000196118,0.00346622,0.0143706,-0.000696111,-0.00249993,-0.00155292,-0.0263683,0.0147389,0.679099,0.639633,0.669029,0.648844,0,0
0.446,0.00447824,-0.000186592,-0.0067626,7.9552e-06,-0.00020927,0.00347359,0.0143433,-0.000695156,-0.00247828,-0.0015465,-0.0262273,0.0147343,0.679089,0.639624,0.66902,0.648834,0,0
0.447,0.00449256,-0.000187287,-0.00676506,7.22745e-06,-0.000222351,0.00348095,0.0143157,-0.00069419,-0.00245683,-0.00154005,-0.026086,0.0147298,0.679079,0.639615,0.66901,0.648825,0,0
0.448,0.00450687,-0.000187981,-0.00676751,6.50269e-06,-0.000235361,0.00348832,0.0142879,-0.000693212,-0.00243556,-0.00153357,-0.0259445,0.0147253,0.679069,0.639606,0.669001,0.648816,0,0
0.449,0.00452114,-0.000188673,-0.00676993,5.78093e-06,-0.000248301,0.00349568,0.01426,-0.000692222,-0.00241449,-0.00152705,-0.0258027,0.0147207,0.679059,0.639597,0.668992,0.648806,0,0
0.45,0.00453539,-0.000189365,-0.00677234,5.06219e-06,-0.000261169,0.00350304,0.0142318,-0.000691221,-0.00239361,-0.00152051,-0.0256607,0.0147162,0.679049,0.639589,0.668983,0.648797,0,0
0.451,0.0045496,-0.000190056,-0.00677472,4.34648e-06,-0.000273967,0.0035104,0.0142034,-0.000690208,-0.00237292,-0.00151392,-0.0255184,0.0147117,0.679039,0.63958,0.668973,0.648788,0,0
0.452,0.00456379,-0.000190745,-0.00677708,3.63382e-06,-0.000286693,0.00351775,0.0141748,-0.000689184,-0.00235241,-0.00150731,-0.0253759,0.0147072,0.679029,0.639572,0.668964,0.648779,0,0
0.453,0.00457795,-0.000191434,-0.00677943,2.92422e-06,-0.000299348,0.0035251,0.014146,-0.000688148,-0.00233208,-0.00150067,-0.0252332,0.0147027,0.67902,0.639563,0.668955,0.64877,0,0
0.454,0.00459209,-0.000192122,-0.00678175,2.21771e-06,-0.000311932,0.00353245,0.014117,-0.000687101,-0.00231194,-0.00149399,-0.0250903,0.0146982,0.67901,0.639555,0.668947,0.648761,0,0
0.455,0.00460619,-0.000192808,-0.00678405,1.51429e-06,-0.000324444,0.0035398,0.0140878,-0.000686043,-0.00229198,-0.00148728,-0.0249472,0.0146937,0.679001,0.639546,0.668938,0.648752,0,0
0.456,0.00462026,-0.000193494,-0.00678633,8.13977e-07,-0.000336884,0.00354715,0.0140584,-0.000684974,-0.00227219,-0.00148054,-0.0248039,0.0146892,0.678992,0.639538,0.668929,0.648744,0,0
0.457,0.0046343,-0.000194178,-0.0067886,1.16793e-07,-0.000349253,0.00355449,0.0140288,-0.000683893,-0.00225259,-0.00147376,-0.0246605,0.0146847,0.678982,0.63953,0.668921,0.648735,0,0
0.458,0.00464832,-0.000194862,-0.00679084,-5.77245e-07,-0.00036155,0.00356183,0.0139991,-0.000682802,-0.00223315,-0.00146694,-0.0245168,0.0146802,0.678973,0.639522,0.668912,0.648727,0,0
0.459,0.0046623,-0.000195544,-0.00679306,-1.26812e-06,-0.000373775,0.00356917,0.0139691,-0.0006817,-0.00221389,-0.0014601,-0.024373,0.0146757,0.678964,0.639514,0.668904,0.648718,0,0
0.46,0.00467626,-0.000196225,-0.00679527,-1.95584e-06,-0.000385928,0.00357651,0.0139389,-0.000680587,-0.00219481,-0.00145324,-0.024229,0.0146712,0.678955,0.639506,0.668895,0.64871,0,0
0.461,0.00469018,-0.000196905,-0.00679745,-2.64037e-06,-0.000398009,0.00358384,0.0139086,-0.000679463,-0.00217589,-0.00144636,-0.0240849,0.0146668,0.678947,0.639498,0.668887,0.648702,0,0
0.462,0.00470407,-0.000197584,-0.00679962,-3.32171e-06,-0.000410018,0.00359117,0.013878,-0.000678328,-0.00215714,-0.00143945,-0.0239407,0.0146623,0.678938,0.63949,0.668879,0.648694,0,0
0.463,0.00471794,-0.000198262,-0.00680177,-3.99985e-06,-0.000421955,0.0035985,0.0138473,-0.000677183,-0.00213856,-0.00143252,-0.0237963,0.0146578,0.678929,0.639483,0.66887,0.648686,0,0
0.464,0.00473177,-0.000198938,-0.00680389,-4.67478e-06,-0.000433819,0.00360583,0.0138164,-0.000676028,-0.00212014,-0.00142556,-0.0236518,0.0146533,0.678921,0.639475,0.668862,0.648678,0,0
0.465,0.00474557,-0.000199614,-0.00680601,-5.34648e-06,-0.000445612,0.00361315,0.0137853,-0.000674862,-0.00210189,-0.00141858,-0.0235072,0.0146489,0.678912,0.639467,0.668854,0.64867,0,0
0.466,0.00475934,-0.000200288,-0.0068081,-6.01495e-06,-0.000457332,0.00362048,0.0137541,-0.000673686,-0.00208379,-0.00141158,-0.0233625,0.0146444,0.678904,0.63946,0.668846,0.648662,0,0
0.467,0.00477308,-0.000200961,-0.00681017,-6.68017e-06,-0.000468979,0.0036278,0.0137226,-0.000672499,-0.00206586,-0.00140456,-0.0232177,0.0146399,0.678896,0.639452,0.668838,0.648654,0,0
0.468,0.00478678,-0.000201633,-0.00681223,-7.34214e-06,-0.000480554,0.00363512,0.013691,-0.000671302,-0.00204809,-0.00139751,-0.0230728,0.0146355,0.678888,0.639445,0.668831,0.648647,0,0
0.469,0.00480046,-0.000202304,-0.00681427,-8.00084e-06,-0.000492057,0.00364243,0.0136592,-0.000670096,-0.00203048,-0.00139045,-0.0229278,0.014631,0.67888,0.639438,0.668823,0.648639,0,0
0.47,0.0048141,-0.000202973,-0.00681629,-8.65626e-06,-0.000503487,0.00364975,0.0136272,-0.000668879,-0.00201303,-0.00138334,-0.0227828,0.0146266,0.678872,0.63943,0.668815,0.648632,0,0
0.471,0.00482771,-0.000203641,-0.0068183,-9.30839e-06,-0.000514845,0.00365706,0.0135951,-0.000667652,-0.00199573,-0.00137622,-0.0226377,0.0146222,0.678864,0.639423,0.668807,0.648624,0,0
0.472,0.00484129,-0.000204309,-0.00682028,-9.95722e-06,-0.00052613,0.00366437,0.0135628,-0.000666415,-0.00197858,-0.00136908,-0.0224926,0.0146177,0.678856,0.639416,0.6688,0.648617,0,0
0.473,0.00485484,-0.000204974,-0.00682225,-1.06027e-05,-0.000537342,0.00367168,0.0135303,-0.000665169,-0.00196158,-0.00136191,-0.0223474,0.0146133,0.678848,0.639409,0.668792,0.64861,0,0
0.474,0.00486835,-0.000205639,-0.00682421,-1.12449e-05,-0.000548482,0.00367898,0.0134977,-0.000663912,-0.00194474,-0.00135473,-0.0222022,0.0146088,0.67884,0.639402,0.668785,0.648602,0,0
0.475,0.00488183,-0.000206302,-0.00682614,-1.18838e-05,-0.000559549,0.00368629,0.0134648,-0.000662647,-0.00192805,-0.00134753,-0.0220569,0.0146044,0.678833,0.639395,0.668778,0.648595,0,0
0.476,0.00489528,-0.000206964,-0.00682806,-1.25193e-05,-0.000570544,0.00369359,0.0134319,-0.000661371,-0.0019115,-0.00134032,-0.0219117,0.0146,0.678825,0.639388,0.66877,0.648588,0,0
0.477,0.0049087,-0.000207625,-0.00682997,-1.31515e-05,-0.000581466,0.00370089,0.0133987,-0.000660086,-0.00189511,-0.0013331,-0.0217664,0.0145956,0.678818,0.639381,0.668763,0.648581,0,0
0.478,0.00492208,-0.000208284,-0.00683185,-1.37803e-05,-0.000592315,0.00370818,0.0133654,-0.000658792,-0.00187885,-0.00132586,-0.0216211,0.0145911,0.67881,0.639374,0.668756,0.648574,0,0
0.479,0.00493543,-0.000208942,-0.00683372,-1.44058e-05,-0.000603092,0.00371548,0.013332,-0.000657488,-0.00186274,-0.00131861,-0.0214758,0.0145867,0.678803,0.639367,0.668749,0.648568,0,0
0.48,0.00494874,-0.000209599,-0.00683558,-1.5028e-05,-0.000613795,0.00372277,0.0132984,-0.000656176,-0.00184678,-0.00131135,-0.0213306,0.0145823,0.678796,0.639361,0.668742,0.648561,0,0
0.481,0.00496203,-0.000210255,-0.00683742,-1.56467e-05,-0.000624427,0.00373006,0.0132646,-0.000654854,-0.00183095,-0.00130409,-0.0211853,0.0145779,0.678789,0.639354,0.668734,0.648554,0,0
0.482,0.00497527,-0.000210909,-0.00683924,-1.62621e-05,-0.000634985,0.00373735,0.0132307,-0.000653522,-0.00181527,-0.00129683,-0.02104,0.0145735,0.678782,0.639348,0.668728,0.648547,0,0
0.483,0.00498849,-0.000211562,-0.00684105,-1.68742e-05,-0.000645471,0.00374463,0.0131966,-0.000652182,-0.00179972,-0.00128955,-0.0208948,0.0145691,0.678775,0.639341,0.668721,0.648541,0,0
0.484,0.00500167,-0.000212213,-0.00684284,-1.74828e-05,-0.000655885,0.00375192,0.0131624,-0.000650833,-0.00178431,-0.00128226,-0.0207496,0.0145647,0.678768,0.639335,0.668714,0.648535,0,0
0.485,0.00501481,-0.000212863,-0.00684462,-1.80881e-05,-0.000666226,0.0037592,0.0131281,-0.000649476,-0.00176903,-0.00127496,-0.0206045,0.0145603,0.678761,0.639328,0.668707,0.648528,0,0
0.486,0.00502792,-0.000213512,-0.00684638,-1.86901e-05,-0.000676494,0.00376648,0.0130936,-0.000648109,-0.00175389,-0.00126766,-0.0204594,0.0145559,0.678754,0.639322,0.668701,0.648522,0,0
0.487,0.005041,-0.00021416,-0.00684812,-1.92886e-05,-0.00068669,0.00377375,0.0130589,-0.000646734,-0.00173889,-0.00126036,-0.0203143,0.0145515,0.678748,0.639316,0.668694,0.648516,0,0
0.488,0.00505404,-0.000214806,-0.00684986,-1.98837e-05,-0.000696813,0.00378103,0.0130241,-0.00064535,-0.00172401,-0.00125306,-0.0201693,0.0145471,0.678741,0.63931,0.668687,0.648509,0,0
0.489,0.00506705,-0.00021545,-0.00685157,-2.04755e-05,-0.000706864,0.0037883,0.0129892,-0.000643957,-0.00170927,-0.00124575,-0.0200244,0.0145427,0.678735,0.639303,0.668681,0.648503,0,0
0.49,0.00508002,-0.000216094,-0.00685327,-2.10639e-05,-0.000716842,0.00379557,0.0129541,-0.000642556,-0.00169465,-0.00123843,-0.0198795,0.0145383,0.678728,0.639297,0.668674,0.648497,0,0
0.491,0.00509296,-0.000216736,-0.00685496,-2.16489e-05,-0.000726748,0.00380284,0.0129189,-0.000641147,-0.00168016,-0.00123112,-0.0197347,0.0145339,0.678722,0.639291,0.668668,0.648491,0,0
0.492,0.00510586,-0.000217376,-0.00685663,-2.22306e-05,-0.000736581,0.0038101,0.0128835,-0.000639729,-0.0016658,-0.00122381,-0.0195899,0.0145295,0.678715,0.639285,0.668662,0.648485,0,0
0.493,0.00511872,-0.000218015,-0.00685829,-2.28088e-05,-0.000746342,0.00381737,0.0128481,-0.000638304,-0.00165157,-0.00121649,-0.0194453,0.0145251,0.678709,0.639279,0.668655,0.648479,0,0
0.494,0.00513155,-0.000218653,-0.00685994,-2.33837e-05,-0.000756031,0.00382463,0.0128124,-0.00063687,-0.00163746,-0.00120917,-0.0193007,0.0145207,0.678703,0.639274,0.668649,0.648474,0,0
0.495,0.00514435,-0.000219289,-0.00686157,-2.39551e-05,-0.000765647,0.00383189,0.0127767,-0.000635428,-0.00162347,-0.00120184,-0.0191562,0.0145164,0.678697,0.639268,0.668643,0.648468,0,0
0.496,0.00515711,-0.000219923,-0.00686318,-2.45232e-05,-0.000775191,0.00383914,0.0127408,-0.000633978,-0.00160961,-0.00119449,-0.0190118,0.014512,0.678691,0.639262,0.668637,0.648462,0,0
0.497,0.00516983,-0.000220557,-0.00686479,-2.50879e-05,-0.000784663,0.0038464,0.0127048,-0.00063252,-0.00159587,-0.00118714,-0.0188675,0.0145076,0.678685,0.639256,0.668631,0.648456,0,0
0.498,0.00518252,-0.000221188,-0.00686638,-2.56492e-05,-0.000794063,0.00385365,0.0126687,-0.000631054,-0.00158225,-0.00117978,-0.0187234,0.0145033,0.678679,0.63925,0.668625,0.648451,0,0
0.499,0.00519517,-0.000221819,-0.00686795,-2.6207e-05,-0.000803391,0.0038609,0.0126324,-0.000629581,-0.00156874,-0.00117242,-0.0185793,0.0144989,0.678673,0.639245,0.668619,0.648445,0,0
0.5,0.00520778,-0.000222448,-0.00686951,-2.67615e-05,-0.000812646,0.00386815,0.012596,-0.000628099,-0.00155536,-0.00116506,-0.0184353,0.0144945,0.678667,0.639239,0.668613,0.64844,0,0
0.501,0.00522036,-0.000223075,-0.00687106,-2.73126e-05,-0.00082183,0.0038754,0.0125595,-0.000626611,-0.00154209,-0.0011577,-0.0182914,0.0144902,0.678661,0.639234,0.668607,0.648435,0,0
0.502,0.0052329,-0.000223701,-0.0068726,-2.78602e-05,-0.000830942,0.00388264,0.0125229,-0.000625114,-0.00152894,-0.00115033,-0.0181477,0.0144858,0.678656,0.639228,0.668601,0.648429,0,0
0.503,0.0052454,-0.000224325,-0.00687412,-2.84045e-05,-0.000839982,0.00388988,0.0124862,-0.00062361,-0.0015159,-0.00114296,-0.0180041,0.0144815,0.67865,0.639223,0.668595,0.648424,0,0
0.504,0.00525787,-0.000224948,-0.00687563,-2.89453e-05,-0.00084895,0.00389712,0.0124493,-0.000622099,-0.00150297,-0.00113559,-0.0178607,0.0144771,0.678645,0.639218,0.66859,0.648419,0,0
0.505,0.0052703,-0.000225569,-0.00687713,-2.94827e-05,-0.000857847,0.00390436,0.0124123,-0.000620581,-0.00149015,-0.00112822,-0.0177174,0.0144728,0.678639,0.639212,0.668584,0.648414,0,0
0.506,0.0052827,-0.000226189,-0.00687861,-3.00168e-05,-0.000866672,0.00391159,0.0123753,-0.000619055,-0.00147745,-0.00112085,-0.0175743,0.0144684,0.678634,0.639207,0.668578,0.648409,0,0
0.507,0.00529505,-0.000226807,-0.00688008,-3.05474e-05,-0.000875425,0.00391883,0.0123381,-0.000617522,-0.00146486,-0.00111347,-0.0174313,0.0144641,0.678628,0.639202,0.668573,0.648404,0,0
0.508,0.00530737,-0.000227424,-0.00688154,-3.10746e-05,-0.000884107,0.00392606,0.0123008,-0.000615982,-0.00145237,-0.0011061,-0.0172885,0.0144597,0.678623,0.639197,0.668567,0.648399,0,0
0.509,0.00531965,-0.000228039,-0.00688299,-3.15984e-05,-0.000892718,0.00393329,0.0122633,-0.000614435,-0.00143999,-0.00109872,-0.0171458,0.0144554,0.678618,0.639192,0.668562,0.648394,0,0
0.51,0.0053319,-0.000228653,-0.00688442,-3.21188e-05,-0.000901257,0.00394051,0.0122258,-0.000612882,-0.00142772,-0.00109135,-0.0170033,0.0144511,0.678613,0.639187,0.668557,0.648389,0,0
0.511,0.00534411,-0.000229265,-0.00688584,-3.26358e-05,-0.000909725,0.00394774,0.0121882,-0.000611321,-0.00141556,-0.00108397,-0.016861,0.0144467,0.678608,0.639181,0.668551,0.648384,0,0
0.512,0.00535628,-0.000229876,-0.00688725,-3.31493e-05,-0.000918122,0.00395496,0.0121505,-0.000609753,-0.0014035,-0.0010766,-0.0167189,0.0144424,0.678602,0.639176,0.668546,0.648379,0,0
0.513,0.00536841,-0.000230485,-0.00688865,-3.36595e-05,-0.000926448,0.00396218,0.0121126,-0.000608179,-0.00139154,-0.00106921,-0.016577,0.0144381,0.678597,0.639172,0.668541,0.648375,0,0
0.514,0.0053805,-0.000231092,-0.00689003,-3.41662e-05,-0.000934703,0.0039694,0.0120747,-0.000606598,-0.00137969,-0.00106182,-0.0164352,0.0144337,0.678593,0.639167,0.668535,0.64837,0,0
0.515,0.00539256,-0.000231698,-0.00689141,-3.46696e-05,-0.000942887,0.00397661,0.0120367,-0.000605011,-0.00136794,-0.00105443,-0.0162937,0.0144294,0.678588,0.639162,0.66853,0.648365,0,0
0.516,0.00540457,-0.000232302,-0.00689277,-3.51695e-05,-0.000951,0.00398383,0.0119985,-0.000603417,-0.00135629,-0.00104705,-0.0161524,0.0144251,0.678583,0.639157,0.668525,0.648361,0,0
0.517,0.00541655,-0.000232905,-0.00689412,-3.5666e-05,-0.000959043,0.00399104,0.0119603,-0.000601817,-0.00134474,-0.00103967,-0.0160113,0.0144208,0.678578,0.639152,0.66852,0.648356,0,0
0.518,0.00542849,-0.000233506,-0.00689546,-3.61591e-05,-0.000967015,0.00399825,0.011922,-0.00060021,-0.00133329,-0.00103228,-0.0158703,0.0144165,0.678573,0.639147,0.668515,0.648352,0,0
0.519,0.0054404,-0.000234105,-0.00689679,-3.66488e-05,-0.000974917,0.00400546,0.0118836,-0.000598598,-0.00132193,-0.0010249,-0.0157296,0.0144121,0.678568,0.639143,0.66851,0.648348,0,0
0.52,0.00545226,-0.000234703,-0.0068981,-3.7135e-05,-0.000982748,0.00401266,0.0118451,-0.000596979,-0.00131068,-0.00101751,-0.0155891,0.0144078,0.678564,0.639138,0.668505,0.648343,0,0
0.521,0.00546409,-0.000235299,-0.00689941,-3.76179e-05,-0.00099051,0.00401986,0.0118065,-0.000595354,-0.00129952,-0.0010101,-0.0154489,0.0144035,0.678559,0.639133,0.6685,0.648339,0,0
0.522,0.00547587,-0.000235894,-0.0069007,-3.80973e-05,-0.000998201,0.00402706,0.0117678,-0.000593722,-0.00128846,-0.00100269,-0.0153088,0.0143992,0.678555,0.639129,0.668495,0.648335,0,0
0.523,0.00548762,-0.000236487,-0.00690199,-3.85733e-05,-0.00100582,0.00403426,0.011729,-0.000592085,-0.00127749,-0.000995276,-0.015169,0.0143949,0.67855,0.639124,0.66849,0.64833,0,0
0.524,0.00549933,-0.000237078,-0.00690326,-3.90459e-05,-0.00101337,0.00404146,0.0116901,-0.000590442,-0.00126662,-0.000987851,-0.0150295,0.0143906,0.678546,0.63912,0.668485,0.648326,0,0
0.525,0.005511,-0.000237667,-0.00690452,-3.9515e-05,-0.00102086,0.00404865,0.0116512,-0.000588794,-0.00125584,-0.000980417,-0.0148901,0.0143863,0.678541,0.639115,0.668481,0.648322,0,0
0.526,0.00552263,-0.000238255,-0.00690577,-3.99807e-05,-0.00102827,0.00405584,0.0116122,-0.000587139,-0.00124515,-0.000972983,-0.014751,0.014382,0.678537,0.639111,0.668476,0.648318,0,0
0.527,0.00553423,-0.000238842,-0.00690701,-4.04429e-05,-0.00103561,0.00406303,0.0115731,-0.000585479,-0.00123455,-0.000965553,-0.0146121,0.0143777,0.678532,0.639106,0.668471,0.648314,0,0
0.528,0.00554578,-0.000239426,-0.00690824,-4.09018e-05,-0.00104288,0.00407022,0.0115339,-0.000583813,-0.00122405,-0.000958121,-0.0144734,0.0143734,0.678528,0.639102,0.668466,0.64831,0,0
0.529,0.0055573,-0.000240009,-0.00690946,-4.13571e-05,-0.00105009,0.00407741,0.0114946,-0.000582142,-0.00121364,-0.00095069,-0.014335,0.0143691,0.678524,0.639097,0.668462,0.648306,0,0
0.53,0.00556877,-0.000240591,-0.00691067,-4.18091e-05,-0.00105722,0.00408459,0.0114553,-0.000580465,-0.00120331,-0.000943259,-0.0141968,0.0143648,0.67852,0.639093,0.668457,0.648302,0,0
0.531,0.00558021,-0.00024117,-0.00691186,-4.22576e-05,-0.00106429,0.00409177,0.0114159,-0.000578783,-0.00119308,-0.000935839,-0.0140589,0.0143605,0.678515,0.639089,0.668453,0.648298,0,0
0.532,0.0055916,-0.000241748,-0.00691305,-4.27027e-05,-0.00107128,0.00409895,0.0113764,-0.000577096,-0.00118293,-0.000928424,-0.0139212,0.0143562,0.678511,0.639084,0.668448,0.648294,0,0
0.533,0.00560296,-0.000242324,-0.00691423,-4.31444e-05,-0.00107821,0.00410613,0.0113368,-0.000575403,-0.00117287,-0.000921014,-0.0137838,0.014352,0.678507,0.63908,0.668444,0.64829,0,0
