t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3,primal_residual,dual_residual
1.178,0.00699392,-0.000319942,-0.00705229,-8.6148e-08,6.44895e-05,0.00832144,-0.00116363,7.71317e-05,-4.33142e-06,0.000226839,0.00250472,0.0118702,0.678151,0.638491,0.667783,0.647963,0,0
1.179,0.00699276,-0.000319865,-0.00705229,1.70181e-08,6.57376e-05,0.00832737,-0.00116047,7.70182e-05,-4.31842e-06,0.000225806,0.00248378,0.0118668,0.678151,0.638491,0.667783,0.647963,0,0
1.18,0.0069916,-0.000319788,-0.00705229,1.19756e-07,6.69752e-05,0.0083333,-0.0011573,7.69031e-05,-4.30663e-06,0.000224777,0.00246288,0.0118633,0.678151,0.638491,0.667783,0.647963,0,0
1.181,0.00699044,-0.000319711,-0.0070523,2.22063e-07,6.82024e-05,0.00833923,-0.0011541,7.67864e-05,-4.2956e-06,0.000223737,0.00244206,0.0118598,0.678151,0.638491,0.667783,0.647963,0,0
1.182,0.00698929,-0.000319635,-0.0070523,3.23935e-07,6.94191e-05,0.00834516,-0.00115088,7.66681e-05,-4.28526e-06,0.00022269,0.00242131,0.0118563,0.678151,0.638491,0.667783,0.647963,0,0
1.183,0.00698814,-0.000319558,-0.00705231,4.2537e-07,7.06255e-05,0.00835109,-0.00114765,7.65482e-05,-4.27557e-06,0.000221642,0.00240063,0.0118528,0.678151,0.638491,0.667783,0.647963,0,0
1.184,0.006987,-0.000319481,-0.00705231,5.26365e-07,7.18216e-05,0.00835702,-0.0011444,7.64267e-05,-4.26645e-06,0.000220589,0.00238003,0.0118494,0.67815,0.638491,0.667783,0.647962,0,0
1.185,0.00698585,-0.000319405,-0.00705232,6.26917e-07,7.30074e-05,0.00836294,-0.00114113,7.63037e-05,-4.25781e-06,0.000219526,0.00235949,0.0118459,0.67815,0.638491,0.667783,0.647962,0,0
1.186,0.00698471,-0.000319329,-0.00705232,7.27022e-07,7.4183e-05,0.00836886,-0.00113784,7.61791e-05,-4.2494e-06,0.000218457,0.00233903,0.0118424,0.67815,0.638491,0.667783,0.647962,0,0
1.187,0.00698358,-0.000319253,-0.00705232,8.26675e-07,7.53483e-05,0.00837479,-0.00113453,7.60529e-05,-4.24126e-06,0.000217378,0.00231863,0.0118389,0.67815,0.638492,0.667783,0.647962,0,0
1.188,0.00698244,-0.000319177,-0.00705233,9.25873e-07,7.65034e-05,0.0083807,-0.00113121,7.59252e-05,-4.23316e-06,0.000216293,0.00229828,0.0118355,0.67815,0.638492,0.667783,0.647962,0,0
1.189,0.00698131,-0.000319101,-0.00705233,1.02461e-06,7.76484e-05,0.00838662,-0.00112787,7.57959e-05,-4.22509e-06,0.000215197,0.002278,0.011832,0.67815,0.638492,0.667783,0.647962,0,0
1.19,0.00698019,-0.000319025,-0.00705234,1.12288e-06,7.87832e-05,0.00839254,-0.00112451,7.56651e-05,-4.21689e-06,0.000214083,0.00225777,0.0118285,0.67815,0.638492,0.667783,0.647962,0,0
1.191,0.00697907,-0.00031895,-0.00705234,1.22067e-06,7.9908e-05,0.00839845,-0.00112113,7.55328e-05,-4.20853e-06,0.00021295,0.00223759,0.011825,0.67815,0.638492,0.667783,0.647962,0,0
1.192,0.00697795,-0.000318874,-0.00705234,1.31798e-06,8.10226e-05,0.00840436,-0.00111774,7.5399e-05,-4.19984e-06,0.000211804,0.00221746,0.0118216,0.67815,0.638492,0.667783,0.647962,0,0
1.193,0.00697683,-0.000318799,-0.00705235,1.41479e-06,8.21272e-05,0.00841027,-0.00111434,7.52637e-05,-4.1908e-06,0.000210637,0.00219738,0.0118181,0.67815,0.638492,0.667783,0.647962,0,0
1.194,0.00697572,-0.000318724,-0.00705235,1.5111e-06,8.32218e-05,0.00841618,-0.00111091,7.51269e-05,-4.1816e-06,0.000209449,0.00217735,0.0118146,0.67815,0.638492,0.667783,0.647962,0,0
1.195,0.00697461,-0.000318648,-0.00705236,1.60689e-06,8.43063e-05,0.00842209,-0.00110747,7.49887e-05,-4.17233e-06,0.000208243,0.00215737,0.0118112,0.67815,0.638492,0.667783,0.647962,0,0
1.196,0.0069735,-0.000318574,-0.00705236,1.70216e-06,8.53809e-05,0.00842799,-0.00110402,7.4849e-05,-4.16308e-06,0.000207012,0.00213743,0.0118077,0.67815,0.638492,0.667783,0.647962,0,0
1.197,0.0069724,-0.000318499,-0.00705237,1.79689e-06,8.64455e-05,0.0084339,-0.00110055,7.47078e-05,-4.1538e-06,0.000205748,0.00211754,0.0118042,0.67815,0.638492,0.667783,0.647962,0,0
1.198,0.0069713,-0.000318424,-0.00705237,1.89107e-06,8.75002e-05,0.0084398,-0.00109706,7.45652e-05,-4.14479e-06,0.000204468,0.0020977,0.0118008,0.67815,0.638492,0.667783,0.647962,0,0
1.199,0.00697021,-0.00031835,-0.00705237,1.98469e-06,8.85449e-05,0.0084457,-0.00109356,7.44212e-05,-4.13622e-06,0.000203179,0.0020779,0.0117973,0.67815,0.638492,0.667783,0.647962,0,0
1.2,0.00696911,-0.000318275,-0.00705238,2.07774e-06,8.95798e-05,0.0084516,-0.00109005,7.42757e-05,-4.12818e-06,0.000201873,0.00205815,0.0117938,0.67815,0.638493,0.667783,0.647962,0,0
1.201,0.00696803,-0.000318201,-0.00705238,2.17022e-06,9.06048e-05,0.00845749,-0.00108652,7.41289e-05,-4.12052e-06,0.000200559,0.00203844,0.0117904,0.67815,0.638493,0.667783,0.647962,0,0
1.202,0.00696694,-0.000318127,-0.00705239,2.26213e-06,9.16199e-05,0.00846339,-0.00108297,7.39806e-05,-4.11313e-06,0.000199243,0.00201878,0.0117869,0.678149,0.638493,0.667783,0.647962,0,0
1.203,0.00696586,-0.000318053,-0.00705239,2.35345e-06,9.26253e-05,0.00846928,-0.00107942,7.3831e-05,-4.10601e-06,0.00019792,0.00199918,0.0117835,0.678149,0.638493,0.667783,0.647962,0,0
1.204,0.00696478,-0.000317979,-0.00705239,2.44421e-06,9.36208e-05,0.00847517,-0.00107584,7.368e-05,-4.09897e-06,0.000196595,0.00197963,0.01178,0.678149,0.638493,0.667783,0.647962,0,0
1.205,0.00696371,-0.000317906,-0.0070524,2.53438e-06,9.46065e-05,0.00848106,-0.00107226,7.35277e-05,-4.09193e-06,0.00019527,0.00196013,0.0117765,0.678149,0.638493,0.667783,0.647961,0,0
1.206,0.00696264,-0.000317832,-0.0070524,2.62397e-06,9.55826e-05,0.00848695,-0.00106866,7.3374e-05,-4.08501e-06,0.000193946,0.0019407,0.0117731,0.678149,0.638493,0.667783,0.647961,0,0
1.207,0.00696157,-0.000317759,-0.00705241,2.71298e-06,9.65489e-05,0.00849284,-0.00106505,7.3219e-05,-4.07821e-06,0.00019263,0.00192132,0.0117696,0.678149,0.638493,0.667783,0.647961,0,0
1.208,0.00696051,-0.000317686,-0.00705241,2.80142e-06,9.75055e-05,0.00849872,-0.00106142,7.30627e-05,-4.07165e-06,0.000191325,0.00190201,0.0117662,0.678149,0.638493,0.667783,0.647961,0,0
1.209,0.00695945,-0.000317613,-0.00705242,2.88929e-06,9.84525e-05,0.0085046,-0.00105778,7.29051e-05,-4.06523e-06,0.000190018,0.00188276,0.0117627,0.678149,0.638493,0.667784,0.647961,0,0
1.21,0.00695839,-0.00031754,-0.00705242,2.97658e-06,9.93899e-05,0.00851048,-0.00105413,7.27462e-05,-4.05887e-06,0.000188714,0.00186357,0.0117593,0.678149,0.638493,0.667784,0.647961,0,0
1.211,0.00695734,-0.000317467,-0.00705242,3.06331e-06,0.000100318,0.00851636,-0.00105047,7.2586e-05,-4.05251e-06,0.000187417,0.00184443,0.0117558,0.678149,0.638493,0.667784,0.647961,0,0
1.212,0.00695629,-0.000317395,-0.00705243,3.14947e-06,0.000101236,0.00852224,-0.0010468,7.24245e-05,-4.04642e-06,0.000186126,0.00182535,0.0117524,0.678149,0.638493,0.667784,0.647961,0,0
1.213,0.00695525,-0.000317323,-0.00705243,3.23507e-06,0.000102145,0.00852812,-0.00104311,7.22618e-05,-4.04083e-06,0.000184848,0.00180633,0.0117489,0.678149,0.638493,0.667784,0.647961,0,0
1.214,0.00695421,-0.00031725,-0.00705244,3.32012e-06,0.000103044,0.00853399,-0.00103941,7.20978e-05,-4.03568e-06,0.000183584,0.00178738,0.0117455,0.678148,0.638493,0.667784,0.647961,0,0
1.215,0.00695317,-0.000317178,-0.00705244,3.40462e-06,0.000103934,0.00853986,-0.0010357,7.19326e-05,-4.03077e-06,0.000182327,0.0017685,0.011742,0.678148,0.638493,0.667784,0.647961,0,0
1.216,0.00695213,-0.000317107,-0.00705244,3.48857e-06,0.000104814,0.00854573,-0.00103198,7.17662e-05,-4.02593e-06,0.000181078,0.00174969,0.0117386,0.678148,0.638493,0.667784,0.647961,0,0
1.217,0.0069511,-0.000317035,-0.00705245,3.57197e-06,0.000105685,0.0085516,-0.00102825,7.15985e-05,-4.02131e-06,0.000179835,0.00173094,0.0117351,0.678148,0.638493,0.667784,0.647961,0,0
1.218,0.00695008,-0.000316963,-0.00705245,3.65484e-06,0.000106546,0.00855747,-0.0010245,7.14297e-05,-4.01679e-06,0.000178602,0.00171226,0.0117317,0.678148,0.638493,0.667784,0.647961,0,0
1.219,0.00694905,-0.000316892,-0.00705246,3.73718e-06,0.000107399,0.00856333,-0.00102075,7.12596e-05,-4.01248e-06,0.000177386,0.00169364,0.0117282,0.678148,0.638493,0.667784,0.647961,0,0
1.22,0.00694804,-0.000316821,-0.00705246,3.81899e-06,0.000108241,0.0085692,-0.00101698,7.10884e-05,-4.00851e-06,0.000176179,0.00167507,0.0117248,0.678148,0.638494,0.667784,0.647961,0,0
1.221,0.00694702,-0.00031675,-0.00705246,3.90027e-06,0.000109075,0.00857506,-0.00101321,7.09161e-05,-4.00484e-06,0.00017498,0.00165658,0.0117213,0.678148,0.638494,0.667784,0.647961,0,0
1.222,0.00694601,-0.000316679,-0.00705247,3.98104e-06,0.0001099,0.00858092,-0.00100942,7.07425e-05,-4.00135e-06,0.00017379,0.00163815,0.0117179,0.678148,0.638494,0.667784,0.647961,0,0
1.223,0.006945,-0.000316608,-0.00705247,4.0613e-06,0.000110715,0.00858678,-0.00100562,7.05678e-05,-3.99798e-06,0.000172619,0.00161979,0.0117144,0.678148,0.638494,0.667784,0.647961,0,0
1.224,0.006944,-0.000316538,-0.00705248,4.14105e-06,0.000111521,0.00859264,-0.00100182,7.0392e-05,-3.99468e-06,0.000171463,0.0016015,0.011711,0.678147,0.638494,0.667784,0.647961,0,0
1.225,0.006943,-0.000316468,-0.00705248,4.22031e-06,0.000112318,0.00859849,-0.000998004,7.02151e-05,-3.99157e-06,0.000170311,0.0015833,0.0117076,0.678147,0.638494,0.667784,0.64796,0,0
1.226,0.006942,-0.000316397,-0.00705248,4.29907e-06,0.000113105,0.00860434,-0.00099418,7.0037e-05,-3.98878e-06,0.000169167,0.00156517,0.0117041,0.678147,0.638494,0.667784,0.64796,0,0
1.227,0.00694101,-0.000316327,-0.00705249,4.37734e-06,0.000113884,0.0086102,-0.000990346,6.98578e-05,-3.98607e-06,0.000168032,0.00154713,0.0117007,0.678147,0.638494,0.667784,0.64796,0,0
1.228,0.00694002,-0.000316258,-0.00705249,4.45511e-06,0.000114654,0.00861605,-0.000986504,6.96776e-05,-3.98331e-06,0.000166898,0.00152917,0.0116972,0.678147,0.638494,0.667784,0.64796,0,0
1.229,0.00693904,-0.000316188,-0.0070525,4.5324e-06,0.000115415,0.00862189,-0.000982652,6.94962e-05,-3.98059e-06,0.000165769,0.00151129,0.0116938,0.678147,0.638494,0.667784,0.64796,0,0
1.23,0.00693806,-0.000316119,-0.0070525,4.6092e-06,0.000116167,0.00862774,-0.000978792,6.93138e-05,-3.9782e-06,0.000164649,0.0014935,0.0116904,0.678147,0.638494,0.667785,0.64796,0,0
1.231,0.00693708,-0.000316049,-0.0070525,4.68553e-06,0.00011691,0.00863358,-0.000974924,6.91303e-05,-3.97579e-06,0.000163544,0.00147579,0.0116869,0.678147,0.638494,0.667785,0.64796,0,0
1.232,0.00693611,-0.00031598,-0.00705251,4.76137e-06,0.000117644,0.00863943,-0.000971047,6.89457e-05,-3.97353e-06,0.00016244,0.00145815,0.0116835,0.678147,0.638494,0.667785,0.64796,0,0
1.233,0.00693514,-0.000315912,-0.00705251,4.83674e-06,0.000118369,0.00864527,-0.000967163,6.87601e-05,-3.97136e-06,0.000161334,0.00144061,0.01168,0.678147,0.638494,0.667785,0.64796,0,0
1.234,0.00693417,-0.000315843,-0.00705252,4.91164e-06,0.000119086,0.00865111,-0.00096327,6.85735e-05,-3.96921e-06,0.000160239,0.00142314,0.0116766,0.678146,0.638494,0.667785,0.64796,0,0
1.235,0.00693321,-0.000315774,-0.00705252,4.98606e-06,0.000119794,0.00865695,-0.00095937,6.83858e-05,-3.96706e-06,0.000159141,0.00140576,0.0116732,0.678146,0.638495,0.667785,0.64796,0,0
1.236,0.00693225,-0.000315706,-0.00705252,5.06001e-06,0.000120493,0.00866278,-0.000955462,6.81972e-05,-3.96491e-06,0.000158041,0.00138846,0.0116697,0.678146,0.638495,0.667785,0.64796,0,0
1.237,0.0069313,-0.000315638,-0.00705253,5.13348e-06,0.000121184,0.00866862,-0.000951547,6.80075e-05,-3.96274e-06,0.000156941,0.00137123,0.0116663,0.678146,0.638495,0.667785,0.64796,0,0
1.238,0.00693035,-0.00031557,-0.00705253,5.20648e-06,0.000121866,0.00867445,-0.000947625,6.78168e-05,-3.96036e-06,0.000155849,0.00135408,0.0116629,0.678146,0.638495,0.667785,0.64796,0,0
1.239,0.0069294,-0.000315502,-0.00705254,5.27901e-06,0.000122539,0.00868028,-0.000943696,6.76251e-05,-3.95792e-06,0.000154766,0.001337,0.0116594,0.678146,0.638495,0.667785,0.64796,0,0
1.24,0.00692846,-0.000315435,-0.00705254,5.35107e-06,0.000123204,0.00868611,-0.00093976,6.74325e-05,-3.9555e-06,0.000153686,0.00131999,0.011656,0.678146,0.638495,0.667785,0.64796,0,0
1.241,0.00692753,-0.000315368,-0.00705254,5.42267e-06,0.00012386,0.00869194,-0.000935818,6.72388e-05,-3.95327e-06,0.000152609,0.00130305,0.0116526,0.678146,0.638495,0.667785,0.64796,0,0
1.242,0.00692659,-0.0003153,-0.00705255,5.4938e-06,0.000124508,0.00869776,-0.000931869,6.70443e-05,-3.95109e-06,0.000151538,0.00128617,0.0116491,0.678146,0.638495,0.667785,0.64796,0,0
1.243,0.00692566,-0.000315233,-0.00705255,5.56447e-06,0.000125148,0.00870359,-0.000927914,6.68487e-05,-3.94903e-06,0.00015046,0.00126935,0.0116457,0.678146,0.638495,0.667785,0.647959,0,0
1.244,0.00692474,-0.000315167,-0.00705255,5.63467e-06,0.000125779,0.00870941,-0.000923953,6.66523e-05,-3.94719e-06,0.000149381,0.0012526,0.0116423,0.678146,0.638495,0.667785,0.647959,0,0
1.245,0.00692381,-0.0003151,-0.00705256,5.7044e-06,0.000126402,0.00871523,-0.000919986,6.64549e-05,-3.94542e-06,0.000148304,0.00123591,0.0116389,0.678145,0.638495,0.667785,0.647959,0,0
1.246,0.0069229,-0.000315034,-0.00705256,5.77367e-06,0.000127016,0.00872105,-0.000916013,6.62565e-05,-3.94351e-06,0.000147221,0.00121928,0.0116354,0.678145,0.638495,0.667785,0.647959,0,0
1.247,0.00692198,-0.000314968,-0.00705257,5.84247e-06,0.000127622,0.00872687,-0.000912035,6.60573e-05,-3.94133e-06,0.000146134,0.00120272,0.011632,0.678145,0.638495,0.667785,0.647959,0,0
1.248,0.00692107,-0.000314902,-0.00705257,5.91079e-06,0.00012822,0.00873268,-0.000908051,6.58571e-05,-3.93894e-06,0.00014504,0.00118623,0.0116286,0.678145,0.638496,0.667785,0.647959,0,0
1.249,0.00692017,-0.000314836,-0.00705257,5.97864e-06,0.00012881,0.0087385,-0.000904062,6.56561e-05,-3.93631e-06,0.000143937,0.00116979,0.0116252,0.678145,0.638496,0.667785,0.647959,0,0
1.25,0.00691926,-0.00031477,-0.00705258,6.046e-06,0.000129391,0.00874431,-0.000900068,6.54542e-05,-3.93328e-06,0.000142837,0.00115341,0.0116218,0.678145,0.638496,0.667785,0.647959,0,0
1.251,0.00691837,-0.000314705,-0.00705258,6.1129e-06,0.000129964,0.00875012,-0.000896069,6.52514e-05,-3.92995e-06,0.000141746,0.00113709,0.0116184,0.678145,0.638496,0.667786,0.647959,0,0
1.252,0.00691747,-0.00031464,-0.00705259,6.17931e-06,0.000130529,0.00875593,-0.000892066,6.50477e-05,-3.92613e-06,0.000140661,0.00112083,0.011615,0.678145,0.638496,0.667786,0.647959,0,0
1.253,0.00691658,-0.000314575,-0.00705259,6.24526e-06,0.000131086,0.00876174,-0.000888058,6.48432e-05,-3.9218e-06,0.000139578,0.00110465,0.0116115,0.678145,0.638496,0.667786,0.647959,0,0
1.254,0.00691569,-0.00031451,-0.00705259,6.31073e-06,0.000131635,0.00876754,-0.000884045,6.46378e-05,-3.91686e-06,0.000138488,0.00108853,0.0116081,0.678145,0.638496,0.667786,0.647959,0,0
1.255,0.00691481,-0.000314446,-0.0070526,6.37574e-06,0.000132176,0.00877334,-0.000880029,6.44316e-05,-3.91134e-06,0.00013741,0.00107247,0.0116047,0.678145,0.638496,0.667786,0.647959,0,0
1.256,0.00691393,-0.000314381,-0.0070526,6.44027e-06,0.000132709,0.00877915,-0.000876008,6.42246e-05,-3.90506e-06,0.000136327,0.00105648,0.0116013,0.678145,0.638497,0.667786,0.647959,0,0
1.257,0.00691306,-0.000314317,-0.00705261,6.50433e-06,0.000133234,0.00878495,-0.000871983,6.40167e-05,-3.89793e-06,0.000135254,0.00104055,0.0115979,0.678145,0.638497,0.667786,0.647959,0,0
1.258,0.00691219,-0.000314253,-0.00705261,6.56793e-06,0.00013375,0.00879075,-0.000867955,6.3808e-05,-3.88985e-06,0.000134189,0.00102469,0.0115945,0.678145,0.638497,0.667786,0.64796,0,0
1.259,0.00691132,-0.00031419,-0.00705261,6.63106e-06,0.000134259,0.00879654,-0.000863923,6.35986e-05,-3.88085e-06,0.000133122,0.00100888,0.0115911,0.678145,0.638497,0.667786,0.64796,0,0
1.26,0.00691046,-0.000314126,-0.00705262,6.69373e-06,0.00013476,0.00880234,-0.000859888,6.33883e-05,-3.87072e-06,0.000132059,0.000993149,0.0115877,0.678145,0.638497,0.667786,0.64796,0,0
1.261,0.00690961,-0.000314063,-0.00705262,6.75594e-06,0.000135254,0.00880813,-0.00085585,6.31773e-05,-3.8593e-06,0.000131003,0.000977487,0.0115843,0.678145,0.638497,0.667786,0.64796,0,0
1.262,0.00690875,-0.000314,-0.00705263,6.8177e-06,0.000135739,0.00881392,-0.000851808,6.29655e-05,-3.84664e-06,0.000129952,0.000961902,0.0115809,0.678145,0.638497,0.667787,0.64796,0,0
1.263,0.0069079,-0.000313937,-0.00705263,6.87899e-06,0.000136217,0.00881971,-0.000847764,6.27529e-05,-3.83292e-06,0.000128902,0.000946389,0.0115775,0.678145,0.638498,0.667787,0.64796,0,0
1.264,0.00690706,-0.000313874,-0.00705263,6.93983e-06,0.000136687,0.0088255,-0.000843717,6.25395e-05,-3.81838e-06,0.000127847,0.000930961,0.0115741,0.678145,0.638498,0.667787,0.64796,0,0
1.265,0.00690621,-0.000313812,-0.00705264,7.0002e-06,0.000137149,0.00883129,-0.000839667,6.23254e-05,-3.80291e-06,0.000126783,0.000915608,0.0115707,0.678145,0.638498,0.667787,0.64796,0,0
1.266,0.00690538,-0.00031375,-0.00705264,7.06011e-06,0.000137603,0.00883707,-0.000835615,6.21106e-05,-3.78654e-06,0.00012571,0.000900327,0.0115673,0.678145,0.638498,0.667787,0.64796,0,0
1.267,0.00690454,-0.000313688,-0.00705264,7.11955e-06,0.00013805,0.00884286,-0.000831561,6.18951e-05,-3.76908e-06,0.000124641,0.000885125,0.0115639,0.678145,0.638498,0.667787,0.64796,0,0
1.268,0.00690371,-0.000313626,-0.00705265,7.17852e-06,0.000138489,0.00884864,-0.000827504,6.16788e-05,-3.75049e-06,0.000123574,0.000870006,0.0115605,0.678145,0.638498,0.667787,0.64796,0,0
1.269,0.00690289,-0.000313564,-0.00705265,7.23703e-06,0.000138921,0.00885442,-0.000823445,6.14618e-05,-3.73099e-06,0.00012251,0.000854966,0.0115571,0.678145,0.638499,0.667787,0.64796,0,0
1.27,0.00690207,-0.000313503,-0.00705266,7.29506e-06,0.000139345,0.0088602,-0.000819385,6.12442e-05,-3.71047e-06,0.000121436,0.000840019,0.0115538,0.678144,0.638499,0.667788,0.64796,0,0
1.271,0.00690125,-0.000313442,-0.00705266,7.35263e-06,0.000139762,0.00886597,-0.000815323,6.10258e-05,-3.68873e-06,0.000120359,0.000825155,0.0115504,0.678144,0.638499,0.667788,0.64796,0,0
1.272,0.00690044,-0.000313381,-0.00705266,7.40972e-06,0.000140172,0.00887175,-0.000811259,6.08067e-05,-3.66579e-06,0.00011927,0.000810374,0.011547,0.678145,0.638499,0.667788,0.64796,0,0
1.273,0.00689963,-0.00031332,-0.00705267,7.46633e-06,0.000140574,0.00887752,-0.000807194,6.0587e-05,-3.64196e-06,0.000118175,0.000795672,0.0115436,0.678144,0.638499,0.667788,0.64796,0,0
1.274,0.00689882,-0.00031326,-0.00705267,7.52245e-06,0.000140968,0.00888329,-0.000803128,6.03666e-05,-3.61725e-06,0.000117065,0.000781047,0.0115402,0.678144,0.638499,0.667788,0.64796,0,0
1.275,0.00689802,-0.000313199,-0.00705267,7.57808e-06,0.000141356,0.00888906,-0.000799061,6.01456e-05,-3.59174e-06,0.000115945,0.000766499,0.0115368,0.678144,0.6385,0.667788,0.64796,0,0
1.276,0.00689722,-0.000313139,-0.00705268,7.63321e-06,0.000141736,0.00889483,-0.000794992,5.99239e-05,-3.56536e-06,0.000114798,0.000752048,0.0115334,0.678144,0.6385,0.667788,0.64796,0,0
1.277,0.00689643,-0.00031308,-0.00705268,7.68782e-06,0.000142109,0.00890059,-0.000790923,5.97015e-05,-3.5381e-06,0.000113629,0.000737684,0.0115301,0.678144,0.6385,0.667788,0.64796,0,0
1.278,0.00689564,-0.00031302,-0.00705268,7.74191e-06,0.000142474,0.00890636,-0.000786853,5.94786e-05,-3.51009e-06,0.000112446,0.000723404,0.0115267,0.678144,0.6385,0.667789,0.64796,0,0
1.279,0.00689486,-0.000312961,-0.00705269,7.79546e-06,0.000142833,0.00891212,-0.000782783,5.9255e-05,-3.48117e-06,0.000111251,0.000709212,0.0115233,0.678144,0.6385,0.667789,0.64796,0,0
1.28,0.00689408,-0.000312901,-0.00705269,7.84848e-06,0.000143184,0.00891788,-0.000778712,5.90308e-05,-3.45141e-06,0.000110036,0.000695109,0.0115199,0.678144,0.6385,0.667789,0.64796,0,0
1.281,0.0068933,-0.000312843,-0.00705269,7.90094e-06,0.000143529,0.00892364,-0.000774641,5.88061e-05,-3.42112e-06,0.000108802,0.00068109,0.0115165,0.678144,0.638501,0.667789,0.64796,0,0
1.282,0.00689253,-0.000312784,-0.0070527,7.95285e-06,0.000143866,0.0089294,-0.00077057,5.85807e-05,-3.39029e-06,0.000107553,0.000667159,0.0115132,0.678144,0.638501,0.667789,0.64796,0,0
1.283,0.00689176,-0.000312725,-0.0070527,8.00419e-06,0.000144197,0.00893516,-0.000766499,5.83548e-05,-3.35877e-06,0.000106289,0.00065332,0.0115098,0.678144,0.638501,0.667789,0.64796,0,0
1.284,0.00689099,-0.000312667,-0.00705271,8.05496e-06,0.000144521,0.00894091,-0.000762428,5.81283e-05,-3.32683e-06,0.000105002,0.000639577,0.0115064,0.678144,0.638501,0.667789,0.64796,0,0
1.285,0.00689023,-0.000312609,-0.00705271,8.10514e-06,0.000144838,0.00894666,-0.000758358,5.79013e-05,-3.29465e-06,0.000103705,0.000625925,0.011503,0.678144,0.638501,0.667789,0.647959,0,0
1.286,0.00688948,-0.000312551,-0.00705271,8.15472e-06,0.000145148,0.00895242,-0.000754288,5.76737e-05,-3.2619e-06,0.000102392,0.000612372,0.0114997,0.678144,0.638501,0.667789,0.647959,0,0
1.287,0.00688872,-0.000312494,-0.00705271,8.20371e-06,0.000145451,0.00895817,-0.000750218,5.74456e-05,-3.22875e-06,0.000101073,0.000598905,0.0114963,0.678144,0.638501,0.667789,0.647959,0,0
1.288,0.00688798,-0.000312436,-0.00705272,8.25211e-06,0.000145747,0.00896391,-0.000746149,5.7217e-05,-3.19501e-06,9.97577e-05,0.000585528,0.0114929,0.678144,0.638502,0.667789,0.647959,0,0
1.289,0.00688723,-0.000312379,-0.00705272,8.2999e-06,0.000146037,0.00896966,-0.000742081,5.69879e-05,-3.16083e-06,9.84427e-05,0.00057224,0.0114895,0.678144,0.638502,0.66779,0.647959,0,0
1.29,0.00688649,-0.000312322,-0.00705272,8.3471e-06,0.00014632,0.0089754,-0.000738014,5.67582e-05,-3.12624e-06,9.7134e-05,0.000559043,0.0114862,0.678144,0.638502,0.66779,0.647959,0,0
1.291,0.00688576,-0.000312266,-0.00705273,8.3937e-06,0.000146597,0.00898115,-0.000733948,5.65281e-05,-3.09127e-06,9.58314e-05,0.000545927,0.0114828,0.678144,0.638502,0.66779,0.647959,0,0
1.292,0.00688502,-0.000312209,-0.00705273,8.43971e-06,0.000146867,0.00898689,-0.000729883,5.62976e-05,-3.05585e-06,9.45286e-05,0.000532881,0.0114795,0.678144,0.638502,0.66779,0.647959,0,0
1.293,0.0068843,-0.000312153,-0.00705273,8.48512e-06,0.000147131,0.00899263,-0.00072582,5.60665e-05,-3.0201e-06,9.32257e-05,0.000519903,0.0114761,0.678144,0.638502,0.66779,0.647959,0,0
1.294,0.00688357,-0.000312097,-0.00705274,8.52995e-06,0.000147388,0.00899836,-0.000721758,5.58351e-05,-2.98395e-06,9.19285e-05,0.000506996,0.0114727,0.678143,0.638502,0.66779,0.647959,0,0
1.295,0.00688285,-0.000312042,-0.00705274,8.57418e-06,0.000147638,0.0090041,-0.000717697,5.56032e-05,-2.94772e-06,9.06398e-05,0.000494164,0.0114694,0.678143,0.638502,0.66779,0.647959,0,0
1.296,0.00688214,-0.000311986,-0.00705274,8.61783e-06,0.000147883,0.00900983,-0.000713639,5.53708e-05,-2.91142e-06,8.93469e-05,0.000481398,0.011466,0.678143,0.638503,0.66779,0.647959,0,0
1.297,0.00688143,-0.000311931,-0.00705275,8.66089e-06,0.000148121,0.00901557,-0.000709582,5.51381e-05,-2.87484e-06,8.80592e-05,0.000468699,0.0114626,0.678143,0.638503,0.66779,0.647959,0,0
1.298,0.00688072,-0.000311876,-0.00705275,8.70336e-06,0.000148352,0.0090213,-0.000705527,5.49049e-05,-2.83804e-06,8.67611e-05,0.000456061,0.0114593,0.678143,0.638503,0.66779,0.647959,0,0
1.299,0.00688001,-0.000311821,-0.00705275,8.74524e-06,0.000148577,0.00902703,-0.000701474,5.46713e-05,-2.80113e-06,8.54591e-05,0.000443486,0.0114559,0.678143,0.638503,0.66779,0.647959,0,0
1.3,0.00687932,-0.000311766,-0.00705275,8.78652e-06,0.000148796,0.00903276,-0.000697423,5.44374e-05,-2.76407e-06,8.41566e-05,0.000430968,0.0114526,0.678143,0.638503,0.66779,0.647959,0,0
1.301,0.00687862,-0.000311712,-0.00705276,8.82721e-06,0.000149009,0.00903848,-0.000693375,5.42031e-05,-2.72692e-06,8.28505e-05,0.000418508,0.0114492,0.678143,0.638503,0.66779,0.647959,0,0
1.302,0.00687793,-0.000311658,-0.00705276,8.86729e-06,0.000149215,0.00904421,-0.000689329,5.39685e-05,-2.6896e-06,8.15347e-05,0.00040611,0.0114459,0.678143,0.638503,0.66779,0.647959,0,0
1.303,0.00687724,-0.000311604,-0.00705276,8.90678e-06,0.000149416,0.00904993,-0.000685286,5.37334e-05,-2.65195e-06,8.02159e-05,0.000393758,0.0114425,0.678143,0.638503,0.66779,0.647959,0,0
